호스트_id,숙소_url,etc
4093457,https://www.airbnb.com/rooms/4093457,더블 침대 1개 · 전용 욕실
4280762,https://www.airbnb.com/rooms/4280762,N/A
4096359,https://www.airbnb.com/rooms/4096359,N/A
4098634,https://www.airbnb.com/rooms/4098634,침대 1개 · 공용 욕실
4104872,https://www.airbnb.com/rooms/4104872,침대 1개 · 공용 욕실
4428745,https://www.airbnb.com/rooms/4428745,더블 침대 1개 · 공용 욕실
4299597,https://www.airbnb.com/rooms/4299597,최대 인원 1명 · 침실 1개 · 침대 1개 · 욕실 1개
4132107,https://www.airbnb.com/rooms/4132107,침대 1개 · 공용 욕실
4321339,https://www.airbnb.com/rooms/4321339,N/A
4156223,https://www.airbnb.com/rooms/4156223,침대 1개 · 공용 욕실
4469419,https://www.airbnb.com/rooms/4469419,침대 1개 · 공용 욕실
4469988,https://www.airbnb.com/rooms/4469988,침대 1개 · 공용 욕실
4162870,https://www.airbnb.com/rooms/4162870,침대 1개 · 공용 욕실
4496512,https://www.airbnb.com/rooms/4496512,침대 1개 · 공용 욕실
4506257,https://www.airbnb.com/rooms/4506257,더블 침대 1개 · 공용 욕실
4512702,https://www.airbnb.com/rooms/4512702,싱글 침대 1개 · 공용 욕실
4535538,https://www.airbnb.com/rooms/4535538,퀸사이즈 침대 1개 · 공용 욕실
4740652,https://www.airbnb.com/rooms/4740652,침대 1개 · 공용 욕실
4537130,https://www.airbnb.com/rooms/4537130,N/A
4652199,https://www.airbnb.com/rooms/4652199,더블 침대 1개 · 전용 욕실
4743124,https://www.airbnb.com/rooms/4743124,침대 1개 · 공용 욕실
4547110,https://www.airbnb.com/rooms/4547110,침대 1개 · 공용 욕실
4656696,https://www.airbnb.com/rooms/4656696,N/A
4557685,https://www.airbnb.com/rooms/4557685,침대 2개 · 공용 욕실
4657332,https://www.airbnb.com/rooms/4657332,침대 1개 · 공용 욕실
4658706,https://www.airbnb.com/rooms/4658706,더블 침대 1개 · 공용 욕실
4660265,https://www.airbnb.com/rooms/4660265,더블 침대 1개 · 공용 욕실
